name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"new york, ny",2025-02-04,47.5,32.4,42,43.3,22.3,35.1,23.8,49.7,0,0,0,,0,0,41,24.9,309.4,1014.7,50,9.9,147.7,12.9,6,10,2025-02-04T07:02:43,2025-02-04T17:17:52,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-05,36.4,27.4,31.1,33,15.1,23.8,7.9,37.9,0,0,0,,0,0,33.3,16.8,332.4,1028,49.4,9.9,131.4,11.5,6,10,2025-02-05T07:01:39,2025-02-05T17:19:06,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-06,38.4,29.9,35.1,35.3,22.9,29.4,28.5,78.2,0.291,100,41.67,"rain,snow",1.5,0.2,21.9,11.7,149.9,1016,99.4,5.6,16.9,1.4,1,10,2025-02-06T07:00:33,2025-02-06T17:20:20,0.29,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-07,42.7,30.1,37.6,35.7,24.2,30.6,18.2,49.3,0,0,0,,0,0,35.6,18.7,284.2,1014.4,41.6,8.7,154,13.3,6,10,2025-02-07T06:59:25,2025-02-07T17:21:34,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-08,35.1,26.3,30.4,34.1,17.8,25.6,11.1,45.9,0.437,100,16.67,"rain,snow",1.3,0.3,25.7,8.9,324.4,1023.3,59.9,8.6,87.3,7.6,4,10,2025-02-08T06:58:16,2025-02-08T17:22:48,0.36,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-09,35.4,30.1,33.3,35.4,23.4,27.5,24.9,72.4,0.196,100,25,"rain,snow",2.7,2.3,30.2,16,316.5,1016.6,94.9,7.6,54.4,4.6,3,10,2025-02-09T06:57:06,2025-02-09T17:24:02,0.4,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-10,37.5,30.5,33.9,34.5,24.3,28,14.1,44.3,0,0,0,,0,1,27.5,11.3,310.8,1027.6,45.6,9.9,149,12.9,7,10,2025-02-10T06:55:54,2025-02-10T17:25:16,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-11,35.4,27.9,31.6,35.1,23.7,29.2,13.8,48.5,0.075,100,12.5,"rain,snow",0.2,0.3,12.3,7.1,268.3,1028.4,61.5,8.5,63.2,5.3,3,10,2025-02-11T06:54:40,2025-02-11T17:26:29,0.47,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-12,36.2,30.7,33.2,30.3,23.2,25.8,26.2,75.9,0.112,100,29.17,"rain,snow",0.7,1.7,23,12.9,53.3,1024.1,100,6.7,33.9,2.8,2,10,2025-02-12T06:53:26,2025-02-12T17:27:43,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,F1417,KNYC,D8219,72503014732"
"new york, ny",2025-02-13,46.3,34.4,39.2,39.5,28.3,33.4,32.1,77.7,0.195,100,45.83,"rain,snow",0.5,0.3,33.5,17.4,310.1,1013.3,88,5,29.1,2.6,1,10,2025-02-13T06:52:10,2025-02-13T17:28:56,0.54,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-14,36,30.1,32.8,28,19.8,23.9,8.4,36.1,0,0,0,,0,0,34.4,20.8,298,1031.1,21,9.9,166.8,14.4,7,10,2025-02-14T06:50:53,2025-02-14T17:30:08,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-15,35.6,28.5,31.9,29.5,22.5,26.3,17.1,57.4,0.266,100,37.5,"rain,snow",0.4,0.2,19.7,11.3,97,1027.9,79.4,6.9,36.8,3.1,2,10,2025-02-15T06:49:35,2025-02-15T17:31:21,0.6,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-16,46.4,33.8,37.7,41,24.9,30.6,33,84,0.667,100,70.83,"rain,snow",0.4,0.1,47.2,29.6,9.6,997.2,98.8,4.2,18.8,1.5,1,10,2025-02-16T06:48:15,2025-02-16T17:32:33,0.63,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-17,37.3,27.6,32.2,27.1,16.2,20.7,8.1,36.3,0,0,0,,0,0,43.9,27.2,278.5,1007.5,54.3,9.9,177.7,15.4,8,10,2025-02-17T06:46:54,2025-02-17T17:33:45,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-18,27.7,19.5,23.6,16.8,5,11.3,-2.4,31.9,0,0,0,,0,0,32,17,293.7,1020.6,17.2,9.9,168.2,14.7,6,10,2025-02-18T06:45:33,2025-02-18T17:34:57,0.7,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-19,30.3,17.5,23.6,22.1,4.3,12.7,3.3,41.1,0,0,0,,0,0,29.8,14.8,294.4,1024.6,22.7,9.9,155.7,13.5,7,10,2025-02-19T06:44:10,2025-02-19T17:36:08,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-20,28.6,18.4,23.4,22.9,7.8,13.3,9.2,54.8,0.007,100,4.17,snow,0,0,31.6,16.6,316.4,1015.3,61,8.3,130.8,11.3,6,10,2025-02-20T06:42:46,2025-02-20T17:37:19,0.75,"Snow, Partially cloudy",Becoming cloudy in the afternoon with late afternoon snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-21,35.9,22.4,27.9,24.9,7.9,14.9,9.7,47,0,0,0,,0,0,37.7,24.5,307.4,1021.7,30.3,9.9,192.5,16.6,7,10,2025-02-21T06:41:21,2025-02-21T17:38:30,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-22,40.8,21.5,31.1,34.7,7.8,23.2,11,43.9,0,0,0,,0,0,30.5,17.7,259.2,1026.2,38.5,9.9,189.9,16.5,7,10,2025-02-22T06:39:55,2025-02-22T17:39:41,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-23,46.9,33.5,40.1,43.4,26.8,35.1,16.7,38.7,0,0,0,,0,0,23.2,11.2,273.3,1019.3,42.2,9.9,173.8,15.1,7,10,2025-02-23T06:38:28,2025-02-23T17:40:51,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-24,48.8,34.7,42.6,44.3,33.9,39,22.6,45.7,0,0,0,,0,0,27.8,16,161.9,1017.4,61.1,9.9,194.7,17,8,10,2025-02-24T06:37:00,2025-02-24T17:42:01,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-25,55.3,42.7,49,55.3,38.9,47.4,27.6,43.7,0,0,0,,0,0,23.4,11.9,245.9,1009.2,61.3,9.9,118.6,10.3,5,10,2025-02-25T06:35:32,2025-02-25T17:43:10,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-26,56.8,43,49.6,56.8,36.7,47.6,29.1,46.7,0,0,0,,0,0,28.4,17.7,293.5,1012.2,34.7,9.9,192.8,16.7,7,10,2025-02-26T06:34:02,2025-02-26T17:44:20,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-27,54,43.4,49.1,54,39.2,47.4,36.5,62.4,0.003,100,4.17,rain,0,0,25.4,12.6,227.7,1007,90.4,9.9,44.7,4,3,10,2025-02-27T06:32:32,2025-02-27T17:45:29,0,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-02-28,51,42.3,46.2,51,36,41.6,23,41.4,0,0,0,,0,0,35.8,18.4,268.9,1005.7,40.1,9.9,195,16.9,7,10,2025-02-28T06:31:01,2025-02-28T17:46:37,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-01,64.4,29.6,46.2,64.4,18.1,41.8,23.2,41.3,0,0,0,,0,0,41.7,23,277.1,1002.1,56,9.9,158.3,13.6,7,10,2025-03-01T06:29:29,2025-03-01T17:47:46,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-02,34,20.3,26.7,25.5,7.4,15.6,0.8,32.9,0,0,0,,0,0,33.9,18.1,313.3,1018.3,19,9.9,209,18.1,8,10,2025-03-02T06:27:57,2025-03-02T17:48:54,0.09,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-03,38.6,23.3,30.6,33.4,13.4,23.9,6.4,36.5,0,0,0,,0,0,24.2,10.8,279.6,1024,14.6,9.9,210.8,18.2,8,10,2025-03-03T06:26:24,2025-03-03T17:50:02,0.13,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-04,52.2,33.1,43,52.2,27.1,39.8,25.2,49.4,0,0,0,,0,0,22.8,10.9,183.9,1021.3,57.7,9.9,133.9,11.6,7,10,2025-03-04T06:24:50,2025-03-04T17:51:09,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-05,54.8,42,50.5,54.8,39.3,49.6,42.8,75.2,1.449,100,33.33,rain,0,0,35.1,16.2,158.3,1006.5,85.5,8.1,53.3,4.7,3,10,2025-03-05T06:23:16,2025-03-05T17:52:16,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-06,53.7,36.2,48.6,53.7,26.1,45.9,36,63.5,0.143,100,4.17,rain,0,0,46.7,20.8,278,992.5,95.9,8.9,106,9.1,5,10,2025-03-06T06:21:41,2025-03-06T17:53:23,0.25,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-07,49.6,35.1,42.2,44.1,24.8,34.4,11.6,29.9,0,0,0,,0,0,42.1,21.3,284.8,1003.1,38.9,9.9,220.3,19.1,8,10,2025-03-07T06:20:05,2025-03-07T17:54:30,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-08,44.5,37.5,41.7,40,29.8,35.4,12.7,31,0,0,0,,0,0,39.1,19.2,292.2,1005.2,42.2,9.9,202.7,17.5,8,10,2025-03-08T06:18:29,2025-03-08T17:55:36,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-09,53.6,32.3,42.9,53.6,25.8,38.8,13.8,31.1,0,0,0,,0,0,33.3,16.1,266.9,1011.9,20.9,9.9,194.4,16,8,10,2025-03-09T07:16:53,2025-03-09T18:56:42,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-10,65.7,45.9,53.5,65.7,41.6,52.1,25,33.5,0,0,0,,0,0,31.2,11.2,223.2,1010.4,10.2,9.9,223.7,19.3,8,10,2025-03-10T07:15:16,2025-03-10T18:57:48,0.37,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-11,63.1,45.2,54.5,63.1,44.8,54.3,29.7,40,0,0,0,,0,0,22.9,13,167.4,1007.9,12.9,9.9,223.7,19.3,8,10,2025-03-11T07:13:39,2025-03-11T18:58:54,0.41,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-12,54.1,43.4,49,54.1,36.9,46.7,21.2,34.7,0,0,0,,0,0,27.7,16.1,26.9,1013.8,39.9,9.9,138.7,12.2,5,10,2025-03-12T07:12:02,2025-03-12T18:59:59,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-13,48.3,39.3,43.3,43.7,33.2,38.5,29.7,58.9,0,0,0,,0,0,35.6,15.1,70.2,1018.6,36.5,9.9,213.7,18.4,7,10,2025-03-13T07:10:24,2025-03-13T19:01:05,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-14,54.5,40.9,45.9,54.5,34.6,43,33.1,61.6,0,0,0,,0,0,20.8,10.7,85.7,1020.5,68.6,9.6,197.5,17,7,10,2025-03-14T07:08:46,2025-03-14T19:02:10,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-15,48,41.6,44.7,47.2,37.3,41.8,39.9,83.2,0,0,0,,0,0,19.7,9.4,139.6,1019.8,100,6.9,56.8,4.9,3,10,2025-03-15T07:07:07,2025-03-15T19:03:14,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-16,61.4,46.4,54.1,61.4,44.8,53.7,49.5,84.7,0.01,100,8.33,rain,0,0,39.6,14.5,150.6,1014.1,85.4,5,84.5,7.2,3,10,2025-03-16T07:05:28,2025-03-16T19:04:19,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-17,58.6,40.3,52.7,58.6,34,51.4,45.1,76.4,0.796,100,33.33,rain,0,0,32.2,18.7,325.1,1010,91.8,6.8,36.1,3.1,2,10,2025-03-17T07:03:50,2025-03-17T19:05:23,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-18,61.4,35.4,46.9,61.4,27.5,43,20,38.4,0,0,0,,0,0,35.4,18.8,353.4,1017,14.3,9.9,247.8,21.4,8,10,2025-03-18T07:02:11,2025-03-18T19:06:28,0.64,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-19,61.6,44,51.5,61.6,42.7,50.9,26.3,40.9,0,0,0,,0,0,20.8,9.2,121.4,1017.6,17.9,9.9,229.5,19.8,8,10,2025-03-19T07:00:31,2025-03-19T19:07:32,0.68,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-20,50.3,42.3,46.6,50.3,38.8,43.5,42.2,84.8,0.667,100,16.67,rain,0,0,21.9,10.3,125.2,1008.3,96.4,5.7,109.8,9.3,5,10,2025-03-20T06:58:52,2025-03-20T19:08:36,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-21,50.5,38.7,45.9,50.5,28.9,40.5,22.5,45.2,0.445,100,12.5,rain,0,0,43.5,27.1,304.8,1004.2,43.6,9.4,256.1,22.2,9,10,2025-03-21T06:57:13,2025-03-21T19:09:40,0.74,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-22,62.9,44,51.4,62.9,39.1,49.9,22.7,33.3,0,0,0,,0,0,39.6,24.4,257.6,1007.6,43.5,9.9,199.9,17.2,8,10,2025-03-22T06:55:33,2025-03-22T19:10:43,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-23,48.3,31.3,39.8,47.1,22.5,33.6,14.7,37.3,0,0,0,,0,0,33.4,17.1,297.9,1018.7,21.2,9.9,247.2,21.3,8,10,2025-03-23T06:53:54,2025-03-23T19:11:47,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-24,49.7,39.1,44.6,48.3,32.3,41.2,38.8,80.6,0.459,100,54.17,rain,0,0,25.2,12.4,165.2,1011.7,92.5,7.2,27.6,2.3,1,10,2025-03-24T06:52:14,2025-03-24T19:12:50,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-25,57.7,47.4,52.4,57.7,43.6,51.1,26,39.9,0,0,0,,0,0,34.7,19.7,260.2,1011.1,39.4,9.5,246.8,21.2,9,10,2025-03-25T06:50:35,2025-03-25T19:13:54,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-26,54.4,39.8,45.6,54.4,33.4,41.3,22.7,40.6,0,0,0,,0,0,34.4,17.9,308.7,1016.3,77.4,9.9,168.9,14.6,9,10,2025-03-26T06:48:55,2025-03-26T19:14:57,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-27,52.2,34.5,43,52.2,26.2,37.9,13.9,34.1,0,0,0,,0,0,33.3,17.7,290.5,1022.5,14.9,9.9,263.6,23,9,10,2025-03-27T06:47:16,2025-03-27T19:16:00,0.94,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-28,62.7,46.3,53.5,62.7,42.5,51.9,26.6,36.5,0.019,100,8.33,rain,0,0,29.3,10,230.3,1020.7,73.3,9.9,147.2,12.7,8,10,2025-03-28T06:45:37,2025-03-28T19:17:03,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-29,81.4,47,61.5,80.1,41.9,60.8,42.7,52.7,0.014,100,16.67,rain,0,0,36.5,17.4,271.8,1015.4,71.8,9.9,146,12.7,8,10,2025-03-29T06:43:58,2025-03-29T19:18:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-30,47.8,42.4,45,43.5,37.6,40.9,39,79.4,0.027,100,8.33,rain,0,0,24.6,10.2,64.2,1019.9,96.8,8.3,60.1,5,2,10,2025-03-30T06:42:19,2025-03-30T19:19:09,0.04,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-03-31,71.8,44.9,57.1,71.8,40.7,56.3,50.5,80.2,0.85,100,25,rain,0,0,33.3,9.9,104.4,1006.4,92.9,5.4,131.5,11.3,8,10,2025-03-31T06:40:41,2025-03-31T19:20:12,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-01,59.4,41.6,49.4,59.4,34.4,46.5,29.8,50.5,0.28,100,20.83,rain,0,0,34.3,20.4,317.7,1012.4,43.9,9.4,271.3,23.6,9,10,2025-04-01T06:39:02,2025-04-01T19:21:15,0.11,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-02,46.4,37.3,42.3,42,30.3,36.8,21.7,45.4,0,0,0,,0,0,26.4,17.2,82.3,1030,44.7,9.9,207.3,17.9,9,10,2025-04-02T06:37:24,2025-04-02T19:22:18,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,F1417,KNYC,72503014732"
"new york, ny",2025-04-03,73.3,45,57.9,73.3,40.6,56.7,51.1,78.8,0.062,100,20.83,rain,0,0,31.1,9.8,189.7,1018.7,77.6,7.3,59,5,3,10,2025-04-03T06:35:46,2025-04-03T19:23:21,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-04,73.3,58.3,66.1,73.3,58.3,66.1,43.7,47.7,0.09,100,8.33,rain,0,0,31.1,14.3,300.3,1019.9,61,9.7,142.3,12.2,8,10,2025-04-04T06:34:09,2025-04-04T19:24:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,F1417,KNYC,72503014732"
"new york, ny",2025-04-05,60,43.6,50.8,60,37.4,48.4,36.2,60.7,0.052,100,20.83,rain,0,0,30.9,14.4,87.2,1023.2,95.8,8.6,29.5,2.6,2,10,2025-04-05T06:32:32,2025-04-05T19:25:27,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-06,56.1,43.5,49.2,56.1,38.2,48,39.3,71.9,0.729,100,25,rain,0,0,25.5,9.5,350.8,1010.6,98.7,7.9,68.9,5.9,3,10,2025-04-06T06:30:55,2025-04-06T19:26:29,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-07,50.6,39.8,43.3,50.6,33.2,38.8,35.5,75.9,0.133,100,41.67,rain,0,0,22.8,13.9,39.2,1008.6,100,8.1,20.1,1.7,1,10,2025-04-07T06:29:19,2025-04-07T19:27:32,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-08,45.2,37.5,41.9,42.5,27.8,35.6,22.3,50.1,0,0,0,,0,0,40.5,27.3,297.3,1006.7,58.6,9.5,273.1,23.6,10,10,2025-04-08T06:27:43,2025-04-08T19:28:35,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-09,48.5,32.4,39.4,47.5,22.9,33.3,12.5,34.3,0,0,0,,0,0,32.8,14.8,282.1,1022.8,13.7,9.9,288.1,25,9,10,2025-04-09T06:26:08,2025-04-09T19:29:38,0.38,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-10,49,41.1,44.2,45.2,36.7,40.8,28.7,54.6,0.012,100,4.17,rain,0,0,27.3,16.9,133.4,1026.4,74.5,9.9,182.9,15.8,10,10,2025-04-10T06:24:33,2025-04-10T19:30:41,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-11,46.3,42.5,43.7,40.8,35.8,38.4,35.8,74,0.218,100,50,rain,0,0,25.3,13.1,60.9,1020.8,100,8.9,56.8,4.9,3,10,2025-04-11T06:22:59,2025-04-11T19:31:44,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-12,42.5,36.4,39,36.2,28,31.8,35.2,85.9,0.803,100,83.33,rain,0.6,0,30,17.2,25.3,1014.2,100,5.1,41.5,3.5,1,10,2025-04-12T06:21:25,2025-04-12T19:32:46,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-13,57.1,39.1,48.8,57.1,32.3,46.2,35,60.5,0,0,0,,0,0,26.8,15.6,342.7,1012.1,82.1,9.7,145.1,12.4,5,10,2025-04-13T06:19:52,2025-04-13T19:33:49,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-14,65.2,48.5,55.2,65.2,45.9,54.9,32.9,43.6,0,0,0,,0,0,15.2,12.6,268.2,1010.2,41.3,9.9,162.7,14,7,10,2025-04-14T06:18:20,2025-04-14T19:34:52,0.56,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"new york, ny",2025-04-15,69.6,50.2,57.6,69.6,50.2,57.6,40.4,56.6,0.058,100,8.33,rain,0,0,39.6,20.5,278.5,999.5,74.5,9.5,166.6,14.6,7,10,2025-04-15T06:16:48,2025-04-15T19:35:55,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
